ID,Name,Manufacturer,Silica type,H,S*,A,B,C (pH 2.8),C (pH 7.0),EB retention factor,USP type,Phase type
93,Acclaim 120 C18,Dionex,B,1.03,0.01,-0.14,-0.02,0.08,0,10.1,L1,C18
94,Acclaim 120 C8,Dionex,B,0.85,0,-0.27,0.01,0.08,0.01,6,L7,C8
628,Acclaim C30,Thermo/Hypersil,B,0.973,-0.022,-0.126,0.004,0.353,0.32,5.52,L62,C30
629,Acclaim Phenyl-1,Thermo/Hypersil,phenyl,0.689,-0.15,-0.548,0.068,0.013,0.15,4.27,L11,Phenyl
756,Acclaim Mixed-Mode HILIC-1,Thermo/Hypersil,B,0.517,-0.086,0,0.126,0.067,0.893,1.7,L60,EP
757,Acclaim Mixed-Mode WCX-1,Thermo/Hypersil,B,0.432,-0.099,-0.606,0.168,-0.156,0.99,1.5,L60,EP
97,Acclaim Organic Acid,Dionex,other,0.83,-0.06,-0.38,0,-0.31,0.34,6.7,,Other
96,Acclaim Polar Advantage,Dionex,EP,0.85,-0.06,-0.11,0.02,-0.27,0.35,6.8,L60,EP
98,Acclaim PolarAdvantage II,Dionex,EP,0.74,0.01,-0.55,0.21,-0.22,0.67,6.3,L60,EP
95,Acclaim300 C18,Dionex,B,0.95,-0.01,-0.17,0.01,0.26,0.22,2.9,L1,C18
620,Accucore 150-C18,Thermo/Hypersil,B,1.03,0.046,-0.037,-0.009,0.2,0.171,4.45,L1,C18
621,Accucore 150-C4,Thermo/Hypersil,B,0.738,-0.008,-0.309,0.023,0.13,0.224,2.17,L26,C4
622,Accucore aQ,Thermo/Hypersil,EP,1.07,0.05,0.002,-0.059,0.06,0.508,5.46,L60,EP
760,Accucore Biphenyl,Thermo/Hypersil,B,0.706,-0.18,-0.317,0.025,0.077,0.727,3.3,L11,phenyl
617,Accucore C18,Thermo/Hypersil,B,1.09,0.054,0.055,-0.04,0.072,0.095,6.5,L1,C18
619,Accucore C30,Thermo/Hypersil,B,0.978,-0.02,-0.143,-0.002,0.321,0.462,4.52,L62,C30
618,Accucore C8,Thermo/Hypersil,B,0.924,0.015,-0.084,-0.003,0.002,0.186,5.2,L7,C8
625,Accucore PFP,Thermo/Hypersil,F,0.729,-0.098,-0.249,-0.036,0.873,1.66,3.22,L43,F
624,Accucore Phenyl-Hexyl,Thermo/Hypersil,phenyl,0.786,-0.047,-0.223,0.006,0.055,0.574,3.6,L11,Phenyl
623,Accucore Phenyl-X,Thermo/Hypersil,phenyl,0.781,-0.103,-0.554,0.044,-0.294,-0.082,3.64,L11,Phenyl
627,Accucore Polar Premium,Thermo/Hypersil,EP,0.871,0.103,-0.567,0.217,-0.207,0.787,5.6,L60,EP
626,Accucore RP-MS,Thermo/Hypersil,B,1,0.024,-0.015,-0.006,0.027,0.057,6.2,,
615,Accucore XL C18,Thermo/Hypersil,B,1.09,0.059,0.051,-0.038,0.086,0.384,5.22,L1,C18
616,Accucore XL C8,Thermo/Hypersil,B,0.926,0.02,-0.161,-0.001,0.02,-0.432,4.63,L7,C8
160,ACE 5 AQ,ACT,EP,0.8,-0.05,-0.12,0.03,0,0.16,4.7,,EP
155,ACE 5 C18,ACT,B,1,0.02,-0.09,0,0.14,0.09,7.9,L1,C18
156,ACE 5 C18-300,ACT,B,0.98,0.02,0.04,0.01,0.26,0.23,3,L1,C18
407,ACE 5 C18-AR,ACT,phenyl,0.88,-0.05,-0.2,-0.01,0.07,0.15,5.7,L1,Phenyl
372,ACE 5 C18-HL,ACT,B,1.04,0.05,-0.08,-0.03,-0.03,-0.11,10,L1,C18
535,Ace 5 C18-PFP,ACT,B,0.899,-0.021,-0.246,-0.08,-0.001,-0.995,5.9,L1,C18
153,ACE 5 C4,ACT,B,0.67,-0.01,-0.17,0.02,0.09,0.31,2.5,L26,C4
154,ACE 5 C4-300,ACT,B,0.71,-0.01,-0.18,0.03,0.16,0.35,1.3,L26,C4
157,ACE 5 C8,ACT,B,0.827,0.005,-0.18,0.026,0.11,0.16,4.9,L7,C8
152,ACE 5 C8-300,ACT,B,0.78,0,-0.11,0.03,0.14,0.38,1.8,L7,C8
158,ACE 5 CN,ACT,CN,0.4,-0.1,-0.72,0,-0.08,0.44,1,L10,CN
159,ACE 5 CN-300,ACT,CN,0.46,-0.07,-0.16,0.03,0.15,0.85,0.4,L10,CN
161,ACE 5 Phenyl,ACT,phenyl,0.64,-0.13,-0.29,0.02,0.13,0.46,2.8,L11,Phenyl
162,ACE Phenyl-300,ACT,phenyl,0.59,-0.1,-0.23,0.03,0.16,0.54,1.1,L11,Phenyl
697,Acquity UPLC BEH C18,Waters,B,1,0.028,-0.366,0.007,0.142,0.088,6.4,L1,C18
330,Acquity UPLC BEH C8,Waters,B,0.85,0,0.09,0.05,0.22,0.77,2.7,L7,C8
331,Acquity UPLC BEH Phenyl,Waters,phenyl,0.76,-0.07,-0.05,0.06,0.29,0.58,2,L11,Phenyl
332,Acquity UPLC BEH Shield RP-18,Waters,EP,0.9,0.01,-0.03,0.13,-0.05,0.41,3.5,,EP
698,Acquity UPLC CSH C18,Waters,EP,0.968,0,-0.355,0.199,0.065,0.157,6.1,L60,EP
764,Adamas C18-AQ,SepaChrom,B,0.847,-0.069,-0.162,0.011,-0.067,0.664,9.3,L1,C18
766,Adamas C18-Classic,SepaChrom,B,1.01,-0.024,-0.101,-0.001,0.036,0.083,12.3,L1,C18
765,Adamas C18-Extreme,SepaChrom,B,1.05,0.022,-0.017,-0.03,0.037,0.167,12.7,L1,C18
762,Adamas C18-Select,SepaChrom,B,0.948,-0.066,0.422,0.006,0.131,1.2,12.1,L1,C18
763,Adamas C18-X-Bond,SepaChrom,B,1.04,0.013,0.095,-0.034,-0.053,0.639,12.4,L1,C18
24,Adsorbosphere C18,Grace/Alltech,A,0.98,-0.07,0.07,-0.04,1.49,1.68,7.7,L1,C18
25,Adsorpbosphere UHS C18,Grace/Alltech,B,1.1,0,0.4,-0.04,-0.12,-0.12,18.2,L1,C18
55,Advantage 300,Analytical Sales & Services,A,0.86,0,0.12,0.02,0.59,1.11,1.7,L1,C18
56,Advantage Armor C18 120A,Analytical Sales & Services,B,0.96,-0.01,-0.07,0,0.07,0.26,8.6,L1,C18
663,Aeris PEPTIDE XB-C18,Phenomenex,B,0.992,-0.021,-0.095,0.016,0.071,0.314,5.65,L1,C18
661,Aeris WIDEPORE XB-C18,Phenomenex,B,0.934,-0.032,-0.134,0.068,0.073,0.36,1.81,L1,C18
662,Aeris WIDEPORE XB-C4,Phenomenex,B,0.699,-0.021,-0.31,0.017,0.084,0.195,0.91,L26,C4
660,Aeris WIDEPORE XB-C8,Phenomenex,B,0.788,-0.038,-0.169,0.073,-0.042,0.518,1.23,L7,C8
772,Agilent 5 Prep C18 Scalar,Agilent Technologies,B,1.08,0.046,0.084,-0.037,0.075,0.018,12.6,L1,C18
26,Allsphere ODS1,Grace/Alltech,A,0.73,-0.16,0.38,0,0.84,1.14,4.7,L1,C18
27,Allsphere ODS2,Grace/Alltech,A,1,-0.04,0.24,-0.02,0.96,1.28,8,L1,C18
32,Alltima AQ,Grace/Alltech,B,0.88,-0.07,0.3,0.01,0.15,1.15,8.8,,C18
33,Alltima C18,Grace/Alltech,B,0.99,-0.01,0.03,-0.01,0.09,0.39,11.5,L1,C18
34,Alltima C18-LL,Grace/Alltech,B,0.78,0.08,-0.16,0.04,-0.05,0.36,5.9,L1,C18
35,Alltima C18-WP,Grace/Alltech,B,0.93,-0.06,0.02,0,-0.07,-0.08,4.9,L1,C18
36,Alltima C8,Grace/Alltech,B,0.75,0.01,-0.27,0,-0.06,0.28,5.5,L7,C8
37,Alltima HP C18,Grace/Alltech,B,0.98,-0.02,-0.04,0,0.17,0.19,4.9,L1,C18
48,Alltima HP C18 Amide,Grace/Alltech,EP,0.49,-0.02,0.35,0.12,-0.01,0.92,4.8,L60,EP
49,Alltima HP C18 EPS,Grace/Alltech,EP,0.65,-0.1,0.4,0.03,0.45,0.95,1.2,L1,EP
38,Alltima HP C18 High Load,Grace/Alltech,B,1.08,-0.06,0.06,-0.04,-0.32,-0.24,11.8,L1,C18
39,Alltima HP C8,Grace/Alltech,B,0.83,0.01,-0.11,0.03,0.12,-0.41,3.1,L7,C8
384,Alltima HP CN,Grace/Alltech,CN,0.46,-0.01,-0.55,0,-0.18,0.44,0.9,L10,CN
408,Allure Aqueous C18,Restek,B,0.96,-0.1,0.39,-0.04,0,1.38,17,L1,C18
409,Allure Basix,Restek,CN,0.43,-0.07,-0.42,0,0.01,0.86,2.4,Other,CN
410,Allure Biphenyl,Restek,phenyl,0.71,-0.19,-0.29,0.02,-0.01,0.69,7.2,,Phenyl
214,Allure C18,Restek,B,1.13,0.05,0.04,-0.04,-0.03,0.02,17.9,L1,C18
411,Allure Organic Acids,Restek,B,0.91,-0.12,0.53,-0.02,0.19,1.5,14.5,L1,C18
218,Allure PFP Propyl,Restek,F,0.83,-0.26,0.05,0.34,1.1,1.65,7.4,L43,F
28,Alphabond (C18),Grace/Alltech,A,0.84,-0.09,0.06,0,0.57,1.76,5.3,L1,C18
130,Apex C18,Grace/Jones,A,0.98,-0.03,0.01,0.04,1.24,2.31,6.1,L1,C18
131,Apex C8,Grace/Jones,A,0.86,-0.07,0.23,0.17,1.36,1.37,4.4,L1,C18
132,Apex II C18,Grace/Jones,A,1,-0.07,0.23,0.12,2.03,2.69,6.7,L1,C18
515,apHera C18 Polymer,Supelco,B,0.83,-0.01,-1.1,0,-0.55,7.51,6.3,L67,C18
200,Aqua C18,Phenomenex,B,0.96,-0.03,0.03,0,0.06,0.27,8.8,L1,C18
333,Aquasil C18,Thermo/Hypersil,EP,0.8,0.11,0.26,0.01,0.23,1.19,7.4,,EP
57,Armor C18 3um,Analytical Sales & Services,B,0.96,-0.01,-0.07,0,0.12,0.29,8.5,L1,C18
334,Ascentis C18,Supelco,B,1.07,0.05,0.03,-0.04,-0.08,-0.08,10.5,L1,C18
335,Ascentis C8,Supelco,B,0.89,0.02,-0.18,0,-0.12,-0.03,8.4,L7,C8
516,Ascentis ES Cyano,Supelco,CN,0.54,-0.1,-0.49,0.01,0.13,-0.44,2.9,L10,CN
632,Ascentis Express 5 C18,Supelco,B,1.13,0.053,0.053,-0.05,0.084,0.197,6.56,L1,C18
631,Ascentis Express 5 F5,Supelco,F,0.711,-0.118,-0.097,-0.067,1.06,1.71,2.85,L43,F
696,Ascentis Express Biphenyl,Supelco,phenyl,0.702,-0.177,-0.23,0.031,0.208,0.923,2.43,L11,phenyl
336,Ascentis Express C18,Supelco,B,1.13,0.05,0.02,-0.05,0.06,0.1,6.5,L1,C18
337,Ascentis Express C8,Supelco,B,0.91,0.01,-0.11,0,0,0.17,4.6,L7,C8
635,Ascentis Express ES-CN,Supelco,CN,0.565,-0.098,-0.415,0.014,0.031,1.04,1.88,L10,CN
630,Ascentis Express F5,Supelco,F,0.721,-0.124,0.067,-0.074,1.06,1.84,3.25,L43,F
517,Ascentis Express Peptide ES-C18,Supelco,B,0.91,-0.04,0.26,0.01,0.19,0.81,3.6,,C18
518,Ascentis Express Phenyl-Hexyl,Supelco,phenyl,0.79,-0.08,-0.26,-0.01,0.09,0.48,3.5,L11,Phenyl
412,Ascentis Express RP-Amide,Supelco,EP,0.84,0.06,-0.41,0.19,-0.47,0.26,5.1,L60,EP
413,Ascentis Phenyl,Supelco,phenyl,0.72,-0.1,-0.28,0,0,0.57,4.8,L11,Phenyl
338,Ascentis RP-Amide,Supelco,EP,0.84,0.07,-0.49,0.18,-0.78,0.08,8.8,L60,EP
603,Athena C18,CNW Technologies,B,0.997,0.002,-0.03,-0.013,0.094,0.265,9.82,L1,C18
604,Athena C18-WP,CNW Technologies,B,0.953,-0.03,-0.203,-0.003,-0.052,0.066,11.1,L1,C18
602,Athena C8,CNW Technologies,B,0.831,-0.021,-0.166,0.009,0.026,0.274,6.43,L7,C8
605,Athena Phenyl,CNW Technologies,phenyl,0.587,-0.114,-0.396,0.033,0.067,0.345,2.52,L11,Phenyl
291,Atlantis dC18,Waters,B,0.91,-0.03,-0.19,0,0.03,0.08,8.1,L1,C18
327,Atlantis T3,Waters,B,0.94,-0.03,-0.18,0,0.02,0.71,8.4,L1,C18
593,Balancil C18,"Bonna-Agela Technologies, Inc.",B,0.918,-0.037,-0.17,0.025,0.109,0.734,7.97,L1,C18
262,BetaBasic CN,Thermo/Hypersil,CN,0.42,-0.04,-0.45,0.01,0.01,0.9,0.8,L10,CN
277,BetaBasic Phenyl,Thermo/Hypersil,phenyl,0.58,-0.15,-0.41,0.04,0.1,0.75,1.7,L11,Phenyl
263,BetaMax Acid,Thermo/Hypersil,EP,0.63,0.05,-0.59,0.37,-2.06,-0.51,5.8,,EP
264,BetaMax Base,Thermo/Hypersil,EP,0.47,-0.06,-0.39,0.01,0.01,1.14,2.2,,EP
339,Betasil C18,Thermo/Hypersil,B,1.05,0.04,-0.1,-0.03,-0.03,-0.04,11.1,L1,C18
755,Betasil C18,Thermo/Hypersil,B,1.06,0.033,0.034,-0.014,0.095,0.099,12.3,L1,C18
759,Betasil C8,Thermo/Hypersil,B,0.875,-0.0027,-0.164,0.031,0.084,0.076,8.1,L7,C8
278,Betasil Phenyl-Hexyl,Thermo/Hypersil,phenyl,0.7,-0.05,-0.29,0.02,0.05,0.35,4.3,L11,Phenyl
343,BioBasic 4,Thermo/Hypersil,B,0.69,0,-0.19,0.03,0.18,0.39,1.2,L26,C4
60,BAS MF-8954,BioAnalytical Systems,A,0.97,-0.06,0.18,0.02,1.08,1.39,6.9,L1,C18
341,BioBasic CN,Thermo/Hypersil,CN,0.39,-0.03,-0.82,0,-0.07,0.53,0.4,L10,CN
342,BioBasic Phenyl,Thermo/Hypersil,phenyl,0.49,-0.23,-0.67,0.21,0.01,0.39,0.8,L11,Phenyl
493,Biobond C18,Dikma Technologies,B,0.96,-0.02,-0.15,0,0.22,0.18,3.1,L1,C18
494,Biobond C4,Dikma Technologies,B,0.7,0,-0.31,0.02,0.14,0.18,1.4,L26,C4
495,Biobond C8,Dikma Technologies,B,0.82,0,-0.26,0.02,0.17,0.15,2,L7,C8
723,BioResolve RP mAb,Waters,phenyl,0.586,-0.14,-0.49,0.058,0.18,0.25,0.39,L11,phenyl
703,BIOshell A160 Peptide C18,Supelco,B,0.89,-0.059,0.25,0.024,0.177,0.819,3,L1,C18
706,BIOshell A160 Peptide CN,Supelco,CN,0.481,-0.098,-0.353,0.028,0.076,0.838,0.9,L10,CN
704,BIOshell A400 Protein C18,Supelco,B,0.94,-0.052,-0.202,0.063,0.177,0.261,1.1,L1,C18
705,BIOshell A400 Protein C4,Supelco,B,0.704,0.005,-0.847,0.013,0.109,0.155,0.61,L26,C4
183,Bondclone C18,Phenomenex,B,0.82,-0.05,-0.12,0.04,0.07,0.34,4.5,L1,C18
40,Brava BDS C18,Grace/Alltech,B,0.93,-0.03,0.03,0.01,0.28,0.76,4.7,L1,C18
322,Cadenza 5CL-C18,Imtakt,B,1.01,0,0.09,-0.04,0.14,0.3,9.2,L1,C18
511,Cadenza CD-C18,Imtakt,B,1.05,0.03,0.08,-0.02,0.11,0.04,9.9,L1,C18
233,CAPCELL C18 ACR,Shiseido,B,1.02,0.04,0.07,-0.01,0.03,0.11,8.5,L1,C18
229,CAPCELL C18 AG120,Shiseido,A,1.03,0.06,0.12,-0.06,0.54,0.62,7.2,L1,C18
232,CAPCELL C18 AQ,Shiseido,EP,0.86,-0.04,-0.06,0.01,-0.09,0.4,7,L1,EP
230,CAPCELL C18 MG,Shiseido,B,1,0.01,0.04,0,0.07,0,10.2,L1,C18
231,CAPCELL C18 SG120,Shiseido,B,0.98,0.03,0.09,-0.02,0.12,0.19,6.6,L1,C18
228,CAPCELL C18 UG120,Shiseido,B,1,0.03,0.03,-0.01,0.01,0,6.9,L1,C18
389,Capcell Pak C18 IF,Shiseido,B,0.95,0.02,-0.2,0,-0.2,-0.01,3.8,L1,C18
390,Capcell Pak C18 MG III,Shiseido,B,0.95,0,-0.11,-0.01,-0.11,0.04,9.3,L1,C18
235,Capcell Pak C18 MGII,Shiseido,B,1.01,0.01,0.04,0,0,0,9.9,L1,C18
234,CAPCELL PAK C8 DD,Shiseido,B,0.83,0.02,-0.15,0.01,-0.11,-0.07,5.4,L7,C8
236,CAPCELL PAK C8 UG120,Shiseido,B,0.85,0.03,-0.09,-0.01,-0.04,-0.01,4.3,L7,C8
102,Chromegabond WR C18,ES Industries,B,0.97,0.02,-0.15,0,0.32,0.28,5.4,L1,C18
103,Chromegabond WR C8,ES Industries,B,0.85,0.02,-0.27,0.02,0.2,0.14,3.6,L7,C8
572,Chromolith HighResolution RP-18e,Merck KGaA (EMD Millipore)�,B,0.999,0.019,0.017,-0.001,0.206,0.285,3.41,L1,C18
571,Chromolith Performance RP-8e,Merck KGaA (EMD Millipore)�,B,0.833,-0.014,-0.01,0.014,0.071,0.572,2.41,L7,C8
171,Chromolith RP18e,Merck KGaA (EMD Millipore)�,B,1,0.02,0,-0.01,0.1,0.18,3.1,L1,C18
414,Clipeus C18,Higgins Analytical,B,1,0,-0.04,-0.01,0.07,0.34,9.5,L1,C18
415,Clipeus C8,Higgins Analytical,B,0.82,-0.01,-0.18,0.02,0.09,0.24,4.9,L7,C8
416,Clipeus Cyano,Higgins Analytical,CN,0.42,-0.06,-0.42,0.01,0.05,0.78,1.2,L10,CN
417,Clipeus Phenyl,Higgins Analytical,phenyl,0.58,-0.11,-0.3,0.03,0.07,0.48,2.5,L11,Phenyl
324,Cogent Bidentate C18,MicroSolv,A,0.95,0.05,-0.13,0,0.78,2.26,5.6,L1,C18
340,Cogent Bidentate C8,MicroSolv,B,0.68,-0.11,0.36,0,0.19,1.35,3.7,L7,C8
325,Cogent HPS C18,MicroSolv,B,1.02,-0.01,-0.07,-0.01,0.1,0.08,10.2,L1,C18
323,Cogent hQ C18,MicroSolv,B,0.9,-0.06,0.37,0,0.19,2.18,8.1,L1,C18
326,Cogent UDC Cholesterol,MicroSolv,other,0.62,0.22,0.52,0.06,0.74,1.21,3.4,,Other
667,Cortecs C18,Waters,B,1.08,0.043,-0.108,-0.037,0.063,0.035,6.39,L1,C18
668,Cortecs C18+,Waters,B,1.04,-0.005,0.175,0.026,-0.033,0.537,6.54,L1,C18
718,Cortecs C8,Waters,B,0.882,0.02,-0.21,-0.007,0.028,0.047,4.5,L7,C8
720,Cortecs Phenyl,Waters,phenyl,0.764,-0.088,-0.31,0.009,0.042,0.59,3.3,L11,phenyl
719,Cortecs T3,Waters,B,0.954,-0.036,-0.16,0.016,0.15,0.19,5.2,L1,C18
721,Cortecs UPLC Shield RP18,Waters,EP,0.869,-0.023,-0.28,0.1,-0.19,0.096,4.9,L60,EP
657,Cosmicsil Abra C18,Genius Technologies,B,0.81,0.031,-0.482,0.214,-0.178,0.139,8.16,L1,C18
577,Cosmicsil Adore 100 CN,Genius Technologies,B,0.339,-0.067,-0.488,0.008,0.099,0.901,0.561,L10,CN
606,Cosmicsil Adze C18,Genius Technologies,B,0.997,-0.019,-0.138,-0.013,-0.082,0.069,12.7,L1,C18
576,Cosmicsil Agate 100 C18,Genius Technologies,B,1.02,-0.026,-0.07,0.009,0.048,0.263,13,L1,C18
658,Cosmicsil Agate RP C18,Genius Technologies,B,1.02,0.017,-0.007,-0.007,0.185,0.23,10.61,L1,C18
654,Cosmicsil Agate RP C8,Genius Technologies,B,0.846,-0.008,-0.178,0.022,0.034,0.262,7.16,L7,C8
655,Cosmicsil APT C18,Genius Technologies,B,1.02,0.004,-0.064,-0.007,0.135,0.196,10.43,L1,C18
574,Cosmicsil AQ C18 120,Genius Technologies,B,0.958,-0.039,-0.072,0.013,0.133,0.295,9.19,L1,C18
575,Cosmicsil Aster C18 XD,Genius Technologies,B,1.08,0.038,0.042,-0.024,-0.086,0.084,13.5,L1,C18
573,Cosmicsil Aura ODS,Genius Technologies,B,0.948,-0.04,-0.185,0.009,-0.047,0.089,11.7,L1,C18
607,Cosmicsil BDS C18,Genius Technologies,B,0.854,-0.035,0.195,-0.012,0.476,0.929,3.79,L1,C18
656,Cosmicsil Glory C18,Genius Technologies,B,1,0.007,-0.17,0.003,0.172,0.222,9.38,L1,C18
178,COSMOSIL 5-C18-PAQ,Nacalai Tesque,EP,0.82,-0.02,-0.34,0.05,-0.35,0.04,5.5,,EP
647,Cosmosil 5PYE,Nacalai Tesque,Other,0.671,-0.271,-0.283,0.092,0.521,1.32,3.81,,Other
176,COSMOSIL C18-AR-II,Nacalai Tesque,B,1.01,0.01,0.12,-0.02,0.11,0.49,8.1,L1,C18
177,COSMOSIL C18-MS-II,Nacalai Tesque,B,1.03,0.04,-0.13,-0.01,-0.11,-0.02,8.1,L1,C18
646,Cosmosil piNap,Nacalai Tesque,phenyl,0.665,-0.176,-0.258,0.034,0.188,0.789,3.48,L11,phenyl
208,Curosil-PFP,Phenomenex,F,0.69,-0.07,-0.26,0,0.11,0.37,4,L43,F
292,DeltaPak C18 100A,Waters,B,1.02,0.01,-0.01,-0.01,-0.05,0.02,9,L1,C18
293,DeltaPak C18 300A,Waters,B,0.95,-0.01,-0.1,0.01,0.23,0.28,3,L1,C18
116,Denali 120A C18,Grace/Vydac,B,1.05,0.04,0.12,-0.01,0.14,0.22,9.4,L1,C18
179,Develosil C30-UG-5,Nomura,B,0.97,-0.03,-0.19,0.01,0.15,0.17,7.8,L62,C30
180,Develosil ODS-HG-5,Nomura,B,0.98,0.01,-0.17,0,0.18,0.22,8.2,L1,C18
181,Develosil ODS-MG-5,Nomura,B,0.96,-0.03,-0.16,0,-0.01,0.05,11.2,L1,C18
182,Develosil ODS-UG-5,Nomura,B,0.99,0.02,-0.14,0,0.15,0.15,8.4,L1,C18
244,Discovery Amide C16,Supelco,EP,0.72,0.01,-0.62,0.21,-0.09,-0.02,4,L60,EP
238,Discovery BIO Wide pore C18,Supelco,B,0.83,0.01,-0.25,0.02,0.12,0.11,3.4,L1,C18
239,Discovery BIO Wide pore C5,Supelco,B,0.65,-0.01,-0.3,0.02,0.09,0.21,1.1,,C5
240,Discovery BIO Wide pore C8,Supelco,B,0.83,0.01,-0.22,0.03,0.2,0.19,2.2,L7,C8
241,Discovery C18,Supelco,B,0.98,0.02,-0.12,0,0.17,0.15,4.8,L1,C18
242,Discovery C8,Supelco,B,0.83,0.01,-0.23,0.02,0.11,0.14,3.3,L7,C8
243,Discovery CN,Supelco,CN,0.39,-0.11,-0.61,0,-0.03,0.51,0.6,L10,CN
418,Discovery HS F5,Supelco,F,0.67,0.08,-0.28,0,0.91,1.42,4.1,L43,F
245,Discovery HS PEG,Supelco,EP,0.31,0.02,-0.71,0.12,-0.53,0.38,0.7,,EP
548,Durashell C18,"Bonna-Agela Technologies, Inc.",B,1.04,0.041,-0.066,-0.038,-0.191,-0.174,10.556,L1,C18
151,EC Nucleosil 100-5 Protect 1,Macherey Nagel,EP,0.54,0.04,-0.41,0.3,-3.21,-0.57,2.7,,EP
29,Econosil C18,Grace/Alltech,A,0.96,-0.06,0.37,-0.03,1.02,1.33,8.2,L1,C18
30,Econosphere C18,Grace/Alltech,A,0.81,-0.12,0.03,-0.01,1.04,1.52,5.1,L1,C18
523,Endeavorsil C18,Dikma Technologies,B,1.02,0.04,-0.09,-0.02,-0.07,0,4.05,L1,C18
378,Epic C18,ES Industries,B,0.95,-0.02,-0.2,0,-0.13,-0.04,10.7,L1,C18
380,Epic C4,ES Industries,B,0.77,0.01,-0.31,0,-0.2,0.06,5.9,L26,C4
379,Epic C8,ES Industries,B,0.89,0.02,-0.19,0,-0.1,0.03,8.6,L7,C8
381,Epic Phenyl Hexyl,ES Industries,phenyl,0.67,-0.08,-0.37,0,-0.14,0.3,4.5,L11,phenyl
61,EU Reference Column,Bischoff,B,1,0,0.26,0,0.17,0.44,9.3,L1,C18
650,Excel C18-Amide,ACT,EP,0.791,0.023,-0.489,0.199,-0.06,0.176,5.86,,EP
649,Excel CN-ES,ACT,CN,0.811,-0.005,-0.429,-0.01,-0.052,0.153,3.74,L10,CN
648,Excel SuperC18,ACT,C18,0.997,-0.003,-0.201,-0.013,0.03,0.009,9.92,L1,C18
222,Exsil C8,no longer available,A,0.75,-0.07,-0.04,-0.01,0.47,0.97,4.7,L7,C8
223,Exsil ODS,no longer available,A,0.99,-0.03,0.29,-0.04,0.83,1.22,7.6,L1,C18
653,Flare C18,Diamond Analytics,Other,0.806,-0.073,-0.47,0.841,-1.48,2.41,0.75,,Other
680,Flare C18+,Diamond Analytics,Other,1.14,-0.31,0.73,0.97,-0.51,1.2,0.27,,Other
741,Flowrosil C18 AQ,Wesley Technologies Inc,B,0.894,-0.04,-0.182,0.024,0.112,0.171,7.5,L1,C18
742,Flowrosil C8,Wesley Technologies Inc,B,0.857,0.001,-0.173,0.024,0.11,0.166,6.4,L7,C8
740,Flowrosil ODS,Wesley Technologies Inc,B,1.01,0.004,-0.121,0,0.162,0.142,9.5,L1,C18
275,Fluophase PFP,Thermo/Hypersil,F,0.67,-0.12,-0.31,0.06,0.81,1.37,4.5,L43,F
276,Fluophase RP,Thermo/Hypersil,F,0.69,0.02,0.1,0.03,1.03,1.41,3.4,L43,F
500,Fortis C18,Fortis Technologies,B,0.96,-0.02,-0.18,0,-0.16,0.11,11,L1,C18
501,Fortis C8,Fortis Technologies,B,0.87,0.02,-0.22,0,-0.14,-0.04,8.2,L7,C8
502,Fortis Cyano,Fortis Technologies,CN,0.38,-0.05,-0.39,0.01,0.01,0.87,1.1,L10,CN
503,Fortis H2O,Fortis Technologies,EP,1.03,0.03,0.14,-0.02,0,0.1,10.5,,EP
504,Fortis Phenyl,Fortis Technologies,phenyl,0.61,-0.15,-0.4,0.03,0.08,0.77,4,L11,phenyl
505,Fortis UniverSil C18,Fortis Technologies,B,0.92,-0.02,-0.12,0.04,0.23,0.25,5.4,L1,C18
506,Fortis UniverSil HS C18,Fortis Technologies,B,0.99,-0.01,-0.11,-0.01,-0.06,0.08,10.6,L1,C18
770,Gazelle C18,Orochem,B,1.01,0.018,0.049,-0.01,0.164,0.209,11.5,L1,C18
211,Gemini C18 110A,Phenomenex,B,0.96,0,0.02,0.01,-0.09,0.19,8,L1,C18
419,Gemini C6-Phenyl 110A,Phenomenex,phenyl,0.8,0.03,-0.34,0,-0.4,-0.26,4.8,L11,Phenyl
382,Gemini-NX C18,Phenomenex,B,0.96,0.01,-0.2,-0.01,-0.18,-0.13,7.1,L1,C18
133,Genesis AQ 120A,Grace/Jones,B,0.96,-0.03,-0.15,0,0.06,0.23,9.6,L1,C18
134,Genesis C18 120A,Grace/Jones,B,1,0,-0.06,0,0.13,0.12,9.8,L1,C18
135,Genesis C18 300A,Grace/Jones,B,0.97,0,-0.08,0.01,0.26,0.27,3.5,L1,C18
136,Genesis C4 300A,Grace/Jones,B,0.61,-0.05,-0.39,0.03,0.14,0.24,1.1,L26,C4
137,Genesis C4 EC 120A,Grace/Jones,B,0.64,-0.05,-0.33,0.02,0.06,0.4,3.4,L26,C4
138,Genesis C8 120A,Grace/Jones,B,0.82,-0.01,-0.08,0.01,0.05,0.3,6.2,L7,C8
140,Genesis CN 120A,Grace/Jones,CN,0.42,-0.11,-0.68,-0.01,0,0.57,1.4,L10,CN
141,Genesis CN 300A,Grace/Jones,CN,0.39,-0.1,-0.64,0,0.02,0.39,0.5,L10,CN
139,Genesis EC C8 120A,Grace/Jones,B,0.86,0,-0.17,0.02,0.06,0.14,6.9,L7,C8
142,Genesis Phenyl,Grace/Jones,phenyl,0.6,-0.14,-0.36,0.03,0.13,0.58,2.9,L11,Phenyl
344,GraceSmart RP 18,Grace/Alltech,B,0.83,-0.03,0.07,0,0.07,0.74,4,L1,C18
31,GraceSmart RP 18 5u,Grace/Alltech,B,0.83,-0.03,0.07,0,0.07,0.74,4,L1,C18
